file_id,start,end,speaker_id,speaker_name,text,valence,arousal,dominance,emotion_top,emotion_scores_json,text_emotions_top5_json,text_emotions_full_json,intent_top,intent_top3_json,events_top3_json,noise_tag,asr_logprob_avg,snr_db,snr_db_sed,wpm,duration_s,words,pause_ratio,low_confidence_ser,vad_unstable,affect_hint,pause_count,pause_time_s,f0_mean_hz,f0_std_hz,loudness_rms,disfluency_count,error_flags,vq_jitter_pct,vq_shimmer_db,vq_hnr_db,vq_cpps_db,voice_quality_hint
troglin.M4A,0.04999999999999999,14.3,Speaker_3,Speaker_28,I'm gonna get a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit .,-0.04178682714700699,-0.004444629419595003,0.004404337611049414,disgust,"{""neutral"": 8.887094763530133e-05, ""calm"": 0.0007522241024723607, ""happy"": 0.023491476469305387, ""sad"": 0.029512132177265588, ""angry"": 0.00010163620479873168, ""fearful"": 0.0008612272428402048, ""disgust"": 0.9449931577589469, ""surprised"": 0.00019927509673560282}","[{""label"": ""neutral"", ""score"": 0.991838974031743}, {""label"": ""desire"", ""score"": 0.0018896965440120257}, {""label"": ""approval"", ""score"": 0.0012027966809173478}, {""label"": ""optimism"", ""score"": 0.0011227655723645244}, {""label"": ""realization"", ""score"": 0.0005915097903676232}]","{""admiration"": 9.588235673453221e-05, ""amusement"": 9.996350677148477e-05, ""anger"": 8.247953373014256e-05, ""annoyance"": 0.0005219821376248226, ""approval"": 0.0012027966809173478, ""caring"": 0.0001553212032084225, ""confusion"": 0.00030413284008565705, ""curiosity"": 0.0003421786762555602, ""desire"": 0.0018896965440120257, ""disappointment"": 0.00041168723688592016, ""disapproval"": 0.00019404691939763874, ""disgust"": 0.00010036633288168418, ""embarrassment"": 3.243625484790703e-05, ""excitement"": 0.00021211131739543168, ""fear"": 9.17239724088764e-05, ""gratitude"": 4.1867372767833464e-05, ""grief"": 2.8926793161455084e-05, ""joy"": 0.00010563084464399676, ""love"": 8.628477218330652e-05, ""nervousness"": 5.020238224455997e-05, ""optimism"": 0.0011227655723645244, ""pride"": 2.000700588671246e-05, ""realization"": 0.0005915097903676232, ""relief"": 3.2350376721711606e-05, ""remorse"": 4.25402751439185e-05, ""sadness"": 0.0002351959223310634, ""surprise"": 6.693934728283245e-05, ""neutral"": 0.991838974031743}",suggestion,"[{""label"": ""suggestion"", ""score"": 0.8192948698997498}, {""label"": ""opinion"", ""score"": 0.6919530630111694}, {""label"": ""small_talk"", ""score"": 0.6705176830291748}]","[{""label"": ""Speech"", ""score"": 0.8235042691230774, ""overlap"": 0.3000000000000007}]",Speech,-0.5569973978069094,4.676397568809335,34.3281826376915,934.74,14.25,223,0.7861150070126228,False,False,neutral-suggestion,17,11.21,nan,nan,-30.328136444091797,0,,4.704699408912034,1.7797388186571186,-0.19168807076204447,0.0,
troglin.M4A,14.3,15.05,Speaker_608,Speaker_14,It's a nice and,-0.027262216433882713,0.007888059131801128,-0.02694002166390419,disgust,"{""neutral"": 5.834141070463157e-05, ""calm"": 0.0010074110492168512, ""happy"": 0.005597997988322391, ""sad"": 0.013899568311741772, ""angry"": 5.507058460133208e-05, ""fearful"": 0.001469256321060877, ""disgust"": 0.97775353211053, ""surprised"": 0.00015882222382220055}","[{""label"": ""admiration"", ""score"": 0.9822994997493896}, {""label"": ""approval"", ""score"": 0.008690980201874312}, {""label"": ""neutral"", ""score"": 0.0035041505224197634}, {""label"": ""gratitude"", ""score"": 0.0006873249027922659}, {""label"": ""optimism"", ""score"": 0.0006655809073421586}]","{""admiration"": 0.9822994997493896, ""amusement"": 0.00010540564033741278, ""anger"": 0.0001048436089954616, ""annoyance"": 0.0002945014545917354, ""approval"": 0.008690980201874312, ""caring"": 0.00022103549989804853, ""confusion"": 0.00014305749108892542, ""curiosity"": 0.00013556984681662414, ""desire"": 0.0001047370889767398, ""disappointment"": 0.00021824004789852737, ""disapproval"": 0.00044350060904189856, ""disgust"": 4.756027158863025e-05, ""embarrassment"": 2.092365670073459e-05, ""excitement"": 0.00032257355406116467, ""fear"": 3.1325234665512366e-05, ""gratitude"": 0.0006873249027922659, ""grief"": 2.547014792331634e-05, ""joy"": 0.00048752300447319787, ""love"": 0.0003005632585642528, ""nervousness"": 1.1875959815442976e-05, ""optimism"": 0.0006655809073421586, ""pride"": 0.0002572406065236989, ""realization"": 0.0005746660713631032, ""relief"": 7.36987707837866e-05, ""remorse"": 2.659496730680526e-05, ""sadness"": 0.00010959857095413742, ""surprise"": 9.195835381273568e-05, ""neutral"": 0.0035041505224197634}",opinion,"[{""label"": ""opinion"", ""score"": 0.9861506819725037}, {""label"": ""agreement"", ""score"": 0.9614346623420715}, {""label"": ""gratitude"", ""score"": 0.8617581725120544}]","[{""label"": ""Speech"", ""score"": 0.8235042691230774, ""overlap"": 0.75}]",Speech,-0.7888133276340573,,3.0886752903461456,320.0,0.75,4,0.9342105263157894,False,False,neutral-opinion,2,0.71,nan,nan,-28.088003158569336,0,,3.8667703538298825,1.1461429305274298,0.9571494801907857,0.0,
troglin.M4A,15.05,16.55,Speaker_934,Speaker_20,strange adventure.,-0.030417142435908318,0.004621618427336216,-0.034849390387535095,disgust,"{""neutral"": 0.00012174551253868963, ""calm"": 0.0007933680365558746, ""happy"": 0.05317772423635736, ""sad"": 0.011628914688799034, ""angry"": 9.6163251992681e-05, ""fearful"": 0.0025083195767994083, ""disgust"": 0.9315113338341899, ""surprised"": 0.00016243086276700674}","[{""label"": ""surprise"", ""score"": 0.9135380617221247}, {""label"": ""neutral"", ""score"": 0.03684531990037039}, {""label"": ""curiosity"", ""score"": 0.015591381510098208}, {""label"": ""excitement"", ""score"": 0.006988265727504122}, {""label"": ""realization"", ""score"": 0.004876888479842144}]","{""admiration"": 0.003386481051812283, ""amusement"": 0.0008737952668340427, ""anger"": 0.0005856288627960766, ""annoyance"": 0.0018371110080229627, ""approval"": 0.0016151862625478628, ""caring"": 0.00015175874086659666, ""confusion"": 0.0036911485714349176, ""curiosity"": 0.015591381510098208, ""desire"": 0.0004533961878645453, ""disappointment"": 0.001337745260587405, ""disapproval"": 0.0008220160004810412, ""disgust"": 0.0012691833863944727, ""embarrassment"": 0.0007900943363560968, ""excitement"": 0.006988265727504122, ""fear"": 0.0010115758304821852, ""gratitude"": 0.00037387247206952364, ""grief"": 0.00028243481193888887, ""joy"": 0.0009391622388543487, ""love"": 0.0006050106755918527, ""nervousness"": 0.00025412697053270815, ""optimism"": 0.0009017904166779266, ""pride"": 0.0001482733679067866, ""realization"": 0.004876888479842144, ""relief"": 0.0002090114337841118, ""remorse"": 0.0001211777228975097, ""sadness"": 0.0005001017833263327, ""surprise"": 0.9135380617221247, ""neutral"": 0.03684531990037039}",opinion,"[{""label"": ""opinion"", ""score"": 0.7341729402542114}, {""label"": ""suggestion"", ""score"": 0.4676767587661743}, {""label"": ""question"", ""score"": 0.43206265568733215}]","[{""label"": ""Speech"", ""score"": 0.8235042691230774, ""overlap"": 1.5}]",Speech,-0.7888133276340573,,3.0886752903461456,80.0,1.5,2,1.0,False,False,neutral-opinion,1,1.51,nan,nan,-27.480331420898438,0,,3.619835419473831,1.7305858321626226,1.0255919404702285,0.0,
troglin.M4A,16.55,17.3,Speaker_615,Speaker_24,I went from a,-0.018927311524748802,0.00570728350430727,-0.013532566837966442,happy,"{""neutral"": 0.0004601835010924323, ""calm"": 0.001106802657364605, ""happy"": 0.6668159705238795, ""sad"": 0.005682532795274309, ""angry"": 0.00019440597737395925, ""fearful"": 0.003267030579596582, ""disgust"": 0.32209430077259893, ""surprised"": 0.0003787731928197306}","[{""label"": ""neutral"", ""score"": 0.9970322305191931}, {""label"": ""approval"", ""score"": 0.0006755150829262829}, {""label"": ""realization"", ""score"": 0.0004398184824118928}, {""label"": ""annoyance"", ""score"": 0.0003916463138649075}, {""label"": ""disappointment"", ""score"": 0.0001320487731065438}]","{""admiration"": 7.603096805659474e-05, ""amusement"": 8.621766590239763e-05, ""anger"": 0.00011260636535618998, ""annoyance"": 0.0003916463138649075, ""approval"": 0.0006755150829262829, ""caring"": 4.876820411965557e-05, ""confusion"": 0.00011866071190947928, ""curiosity"": 5.606760170710654e-05, ""desire"": 4.1331014437925174e-05, ""disappointment"": 0.0001320487731065438, ""disapproval"": 0.00010089290956893511, ""disgust"": 6.626582467052157e-05, ""embarrassment"": 3.04784863914884e-05, ""excitement"": 6.91149079590138e-05, ""fear"": 5.8503152279661597e-05, ""gratitude"": 3.23585539437793e-05, ""grief"": 1.7214072826179316e-05, ""joy"": 7.503003633023833e-05, ""love"": 3.089615912757792e-05, ""nervousness"": 1.9488399081431032e-05, ""optimism"": 0.00010087674966602063, ""pride"": 1.4010031922341121e-05, ""realization"": 0.0004398184824118928, ""relief"": 1.7084086015939296e-05, ""remorse"": 1.5753404231034428e-05, ""sadness"": 9.850602424205478e-05, ""surprise"": 4.258549875174855e-05, ""neutral"": 0.9970322305191931}",opinion,"[{""label"": ""opinion"", ""score"": 0.8571071624755859}, {""label"": ""suggestion"", ""score"": 0.7701589465141296}, {""label"": ""complaint"", ""score"": 0.6088426113128662}]","[{""label"": ""Speech"", ""score"": 0.8235042691230774, ""overlap"": 0.75}]",Speech,-0.7888133276340573,,3.0886752903461456,320.0,0.75,4,0.6710526315789473,False,False,neutral-opinion,1,0.51,333.30546129938955,21.12020310281804,-25.66092300415039,0,,2.7035882659846044,1.5275796154490664,4.819006479753984,2.819006479753984,
troglin.M4A,17.3,18.8,Speaker_875,Speaker_22,friend's house where I was for that friend's,-0.024109842255711555,0.0077018048614263535,-0.026136130094528198,fearful,"{""neutral"": 0.0004815588635935898, ""calm"": 0.002043023503253412, ""happy"": 0.01943459229689281, ""sad"": 0.002330380490477191, ""angry"": 0.00039107286689588305, ""fearful"": 0.7237978866860623, ""disgust"": 0.2514075307439273, ""surprised"": 0.0001139545488975492}","[{""label"": ""neutral"", ""score"": 0.9970437656649893}, {""label"": ""approval"", ""score"": 0.000740111148313453}, {""label"": ""realization"", ""score"": 0.0004557752004588076}, {""label"": ""annoyance"", ""score"": 0.0002547565323798817}, {""label"": ""disappointment"", ""score"": 0.00017016875401841655}]","{""admiration"": 7.63496628524196e-05, ""amusement"": 6.274682384587573e-05, ""anger"": 6.72062872696047e-05, ""annoyance"": 0.0002547565323798817, ""approval"": 0.000740111148313453, ""caring"": 5.325980479279026e-05, ""confusion"": 0.00010164429608986667, ""curiosity"": 4.8349435734091794e-05, ""desire"": 5.352866233443123e-05, ""disappointment"": 0.00017016875401841655, ""disapproval"": 0.00014001197676823658, ""disgust"": 8.189905742590642e-05, ""embarrassment"": 3.50921028429252e-05, ""excitement"": 4.98871656849888e-05, ""fear"": 5.738791383837839e-05, ""gratitude"": 3.638919869112215e-05, ""grief"": 2.149507368840358e-05, ""joy"": 6.366162997581686e-05, ""love"": 5.117053180148131e-05, ""nervousness"": 1.694384952731873e-05, ""optimism"": 9.193942031887221e-05, ""pride"": 1.3131831720134842e-05, ""realization"": 0.0004557752004588076, ""relief"": 1.8650470821488834e-05, ""remorse"": 2.8004505381307243e-05, ""sadness"": 0.00013791440554745813, ""surprise"": 2.8758592887178793e-05, ""neutral"": 0.9970437656649893}",request,"[{""label"": ""request"", ""score"": 0.8200576901435852}, {""label"": ""gratitude"", ""score"": 0.7722702622413635}, {""label"": ""small_talk"", ""score"": 0.7460879683494568}]","[{""label"": ""Speech"", ""score"": 0.8235042691230774, ""overlap"": 1.5}]",Speech,-0.7888133276340573,,3.0886752903461456,320.0,1.5,8,1.0,False,False,neutral-request,1,1.51,nan,nan,-27.50044822692871,0,,5.11706614318639,1.427078551611474,2.1264700741249585,0.12647007412495848,
troglin.M4A,18.8,19.55,Speaker_606,Speaker_19,think,-0.021559687331318855,0.0066565279848873615,-0.0077421157620847225,disgust,"{""neutral"": 5.553369884637521e-05, ""calm"": 0.0012007107020222453, ""happy"": 0.003867011081340375, ""sad"": 0.019318028253392044, ""angry"": 5.754886445458032e-05, ""fearful"": 0.0010746743539563589, ""disgust"": 0.9742286734171505, ""surprised"": 0.0001978196288375664}","[{""label"": ""neutral"", ""score"": 0.9975580812206909}, {""label"": ""approval"", ""score"": 0.0005603282279086557}, {""label"": ""annoyance"", ""score"": 0.0003275218069714284}, {""label"": ""realization"", ""score"": 0.00020036228681214892}, {""label"": ""admiration"", ""score"": 0.00015106380493048156}]","{""admiration"": 0.00015106380493048156, ""amusement"": 5.9697483858600194e-05, ""anger"": 0.00011144632627811145, ""annoyance"": 0.0003275218069714284, ""approval"": 0.0005603282279086557, ""caring"": 3.20153437683224e-05, ""confusion"": 7.600718255150918e-05, ""curiosity"": 5.724490415376337e-05, ""desire"": 2.949338053415923e-05, ""disappointment"": 0.00010341028603928803, ""disapproval"": 0.00012194485607568764, ""disgust"": 8.566664167108167e-05, ""embarrassment"": 2.54281576414144e-05, ""excitement"": 8.186202174287979e-05, ""fear"": 5.2077260944570805e-05, ""gratitude"": 4.262478462182205e-05, ""grief"": 1.3690593242619853e-05, ""joy"": 5.689017212893362e-05, ""love"": 3.9841079735790047e-05, ""nervousness"": 1.0406516221890026e-05, ""optimism"": 6.56312380834307e-05, ""pride"": 1.3566056137561966e-05, ""realization"": 0.00020036228681214892, ""relief"": 1.2022481793824742e-05, ""remorse"": 9.484398676144116e-06, ""sadness"": 5.664800280234664e-05, ""surprise"": 4.554348398261877e-05, ""neutral"": 0.9975580812206909}",opinion,"[{""label"": ""opinion"", ""score"": 0.8993710279464722}, {""label"": ""question"", ""score"": 0.6819700598716736}, {""label"": ""suggestion"", ""score"": 0.4866715967655182}]","[{""label"": ""Speech"", ""score"": 0.8235042691230774, ""overlap"": 0.75}]",Speech,-0.7888133276340573,,3.0886752903461456,80.0,0.75,1,1.0,False,False,neutral-opinion,1,0.76,nan,nan,-28.924440383911133,0,,0.0,0.0,-1.2062722742404182,0.0,
troglin.M4A,19.55,25.55,Speaker_776,Speaker_28,[silence],-0.024076763540506363,0.010483834892511368,0.009631415829062462,disgust,"{""neutral"": 5.8463098371084206e-05, ""calm"": 0.0010728722749471559, ""happy"": 0.0039957627049173865, ""sad"": 0.03042453036053599, ""angry"": 7.447205735768094e-05, ""fearful"": 0.0008893426489892357, ""disgust"": 0.9632843851628037, ""surprised"": 0.00020017169207780288}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]","{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}",farewell,"[{""label"": ""farewell"", ""score"": 0.8891077637672424}, {""label"": ""apology"", ""score"": 0.6550825238227844}, {""label"": ""small_talk"", ""score"": 0.24656225740909576}]","[{""label"": ""Vehicle"", ""score"": 0.6468589305877686, ""overlap"": 3.5500000000000007}, {""label"": ""Speech"", ""score"": 0.8235042691230774, ""overlap"": 1.4499999999999993}]",Speech,-0.7888133276340573,,10.23624468470613,10.0,6.0,1,1.0,False,False,neutral-farewell,1,6.01,nan,nan,-29.319570541381836,0,,1.9721307051276777,1.5533116925006603,-1.7002446256289518,0.0,
troglin.M4A,25.55,27.8,Speaker_689,Speaker_17,[silence],-0.026275351643562317,0.002455273875966668,0.0028253498021513224,disgust,"{""neutral"": 6.0246864087949385e-05, ""calm"": 0.0010299188969752552, ""happy"": 0.006494619207910387, ""sad"": 0.014760970380766512, ""angry"": 5.512285000131171e-05, ""fearful"": 0.0012597684674609507, ""disgust"": 0.9761645636315675, ""surprised"": 0.00017478970123015926}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]","{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}",farewell,"[{""label"": ""farewell"", ""score"": 0.8891077637672424}, {""label"": ""apology"", ""score"": 0.6550825238227844}, {""label"": ""small_talk"", ""score"": 0.24656225740909576}]","[{""label"": ""Vehicle"", ""score"": 0.6468589305877686, ""overlap"": 2.25}]",Speech,-0.7888133276340573,,6.17996871471405,26.67,2.25,1,1.0,False,False,neutral-farewell,1,2.26,nan,nan,-29.179588317871094,0,,1.5854135682909072,1.1611733314727413,-1.6607584113603862,0.0,
troglin.M4A,27.8,28.275,Speaker_889,Speaker_8,[silence],-0.017080703750252724,0.005691515747457743,-0.010077644139528275,disgust,"{""neutral"": 5.952642491108211e-05, ""calm"": 0.0015938638590457558, ""happy"": 0.0026147628035081707, ""sad"": 0.01409973745254041, ""angry"": 5.0240081406506976e-05, ""fearful"": 0.001489389496921618, ""disgust"": 0.9798743228850204, ""surprised"": 0.00021815699664612053}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]","{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}",farewell,"[{""label"": ""farewell"", ""score"": 0.8891077637672424}, {""label"": ""apology"", ""score"": 0.6550825238227844}, {""label"": ""small_talk"", ""score"": 0.24656225740909576}]","[{""label"": ""Vehicle"", ""score"": 0.6468589305877686, ""overlap"": 0.47499999999999787}]",Speech,-0.7888133276340573,,6.17996871471405,nan,0.47499999999999787,1,1.0,False,False,neutral-farewell,1,0.48,75.97052115648096,10.84252391509726,-29.104524612426758,0,,0.0,0.0,0.0,0.0,
troglin.M4A,28.275,33.525,Speaker_19,Speaker_12,[silence],-0.01804170198738575,0.00870631355792284,0.010482583194971085,disgust,"{""neutral"": 5.646632787003216e-05, ""calm"": 0.001268596451680946, ""happy"": 0.0027073647945072784, ""sad"": 0.028033570502085704, ""angry"": 6.926743816547455e-05, ""fearful"": 0.0010448771859755343, ""disgust"": 0.9666135126883573, ""surprised"": 0.00020634461135780473}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]","{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}",farewell,"[{""label"": ""farewell"", ""score"": 0.8891077637672424}, {""label"": ""apology"", ""score"": 0.6550825238227844}, {""label"": ""small_talk"", ""score"": 0.24656225740909576}]","[{""label"": ""Vehicle"", ""score"": 0.6468589305877686, ""overlap"": 5.25}]",Speech,-0.7888133276340573,,6.17996871471405,11.43,5.25,1,1.0,False,False,neutral-farewell,1,5.26,nan,nan,-29.206697463989258,0,,0.0,0.0,-1.6416594188104836,0.0,
